id,Skill_Rating,Skill,Worker
20801,4,Cassandra,2765
20802,5,Kubernetes,2765
20803,1,Airflow,2765
20804,4,Wireless,2766
20805,2,Telecom,2766
20806,5,Linux,2766
20807,4,3G,2766
20808,1,Data management,2766
20809,3,Packaging,2766
20810,2,Analytics,2766
20811,5,Monitoring,2766
20812,3,Data management,2767
20813,4,Data modeling,2767
20814,5,Infrastructure,2767
20815,4,Agile,2767
20816,3,Stored procedures,2767
20817,1,JIRA,2767
20818,2,Data warehousing,2767
20819,5,Analytics,2767
20820,1,IT Skills,2768
20821,4,Java,2768
20822,3,Testing,2768
20823,4,Oracle,2768
20824,3,AWS,2768
20825,1,Tableau,2768
20826,5,Microstrategy,2768
20827,3,SAN,2768
20828,2,ISO,2769
20829,1,Enterprise applications,2769
20830,2,Social media,2769
20831,1,Machine learning,2769
20832,3,Integration testing,2769
20833,1,Data processing,2769
20834,1,Application development,2769
20835,2,JIRA,2769
20836,5,Spark,2770
20837,3,Data Analytics,2770
20838,4,data warehousing,2770
20839,2,AI,2770
20840,2,Google Cloud,2770
20841,4,Python,2770
20842,3,BigQuery,2770
20843,3,data modeling,2770
20844,2,SQL queries,2771
20845,5,Cloud,2771
20846,2,Programming,2771
20847,5,Data processing,2771
20848,3,data integrity,2771
20849,1,Stored procedures,2771
20850,5,Management,2771
20851,2,Data warehousing,2771
20852,2,Python Web Scraping,2772
20853,1,Data Extraction,2772
20854,1,Python,2772
20855,5,SQL,2772
20856,4,Cloud Concepts,2772
20857,1,django,2772
20858,5,web Frameworks,2772
20859,1,AWS,2772
20860,1,Word,2773
20861,4,data analysis,2773
20862,1,PowerPoint,2773
20863,2,presentation,2773
20864,3,Mode Analytics,2773
20865,2,analysis,2773
20866,3,Python,2773
20867,1,MySQL,2773
20868,3,IT Skills,2774
20869,5,Java,2774
20870,5,Python,2774
20871,4,Cloud,2774
20872,1,Big Data,2774
20873,5,AWS,2774
20874,3,Azure,2774
20875,3,Data Engineering,2774
20876,3,Data management,2775
20877,4,Web analytics,2775
20878,5,Project management,2775
20879,4,Oracle,2775
20880,5,SEO,2775
20881,5,Business intelligence,2775
20882,5,Open source,2775
20883,1,Adobe,2775
20884,5,query optimization,2776
20885,2,NoSQL,2776
20886,2,MySQL,2776
20887,1,Schema,2776
20888,4,OLAP,2776
20889,3,MongoDB,2776
20890,2,SIP,2776
20891,3,Analytics,2776
20892,3,Cargo,2777
20893,2,Supply chain management,2777
20894,3,Technology management,2777
20895,3,Manager Technology,2777
20896,5,Windows,2777
20897,1,Management,2777
20898,5,Freight forwarding,2777
20899,3,Python,2777
20900,1,Mining,2778
20901,2,ERM,2778
20902,5,Chemical,2778
20903,5,Pharma,2778
20904,2,Consulting,2778
20905,4,Management,2778
20906,5,C++,2779
20907,2,C,2779
20908,4,Coding,2779
20909,1,Consulting,2779
20910,5,Information retrieval,2779
20911,4,Ruby,2779
20912,4,Analytics,2779
20913,3,SQL,2779
20914,3,Tensorflow,2780
20915,3,Python,2780
20916,4,Communication,2780
20917,1,API,2780
20918,4,machine learning,2780
20919,2,Spacy,2780
20920,5,Javascript,2780
20921,3,Pytorch,2780
20922,5,Java,2781
20923,3,Hive,2781
20924,4,Scala,2781
20925,3,Data Engineer,2781
20926,3,Spark,2781
20927,4,Data Architecture,2781
20928,2,Data Modeling,2781
20929,3,Etl,2781
20930,1,IT Skills,2782
20931,4,Java,2782
20932,1,Python,2782
20933,1,Testing,2782
20934,3,Cloud,2782
20935,4,Big Data,2782
20936,4,AWS,2782
20937,4,Computer science,2782
20938,5,SQL Server,2783
20939,1,MDX,2783
20940,5,Business Intelligence,2783
20941,4,SSAS,2783
20942,1,Power BI,2783
20943,3,SSRS,2783
20944,5,OLAP,2783
20945,1,Dax,2783
20946,5,SQL,2784
20947,4,Communication,2784
20948,2,analytical,2784
20949,5,REST APIs,2784
20950,2,Oracle,2784
20951,4,Python,2784
20952,1,UNIX Shell Scripting,2784
20953,2,PostgreSQL,2784
20954,4,Computer science,2785
20955,5,Automation,2785
20956,2,Data analysis,2785
20957,3,Networking,2785
20958,4,HTML,2785
20959,3,HTTP,2785
20960,3,JSON,2785
20961,4,Open source,2785
20962,1,Sr Data Engineer,2786
20963,5,analytics,2787
20964,3,data quality,2787
20965,2,IT Skills,2787
20966,4,Cloud,2787
20967,2,dw,2787
20968,3,solution design,2787
20969,2,high level design,2787
20970,2,looker,2787
20971,4,IT Skills,2788
20972,2,Python,2788
20973,1,Cloud,2788
20974,2,Azure,2788
20975,2,Training,2788
20976,2,Automation,2788
20977,5,Data migration,2788
20978,3,cloud security,2788
20979,2,Senior data engineer,2789
20980,5,SQL,2789
20981,5,AWS,2789
20982,2,Python,2789
20983,3,IT Skills,2789
20984,2,Java,2789
20985,4,Cloud,2789
20986,1,Azure,2789
20987,1,Communication Skills,2790
20988,3,Rest,2790
20989,3,Software Development,2790
20990,4,Data Engineering,2790
20991,4,Computer Science,2790
20992,5,Google Cloud Platform,2790
20993,1,Big Data,2790
20994,1,Data Engineer,2790
20995,4,Computer science,2791
20996,3,Data analysis,2791
20997,4,Automation,2791
20998,1,Publishing,2791
20999,3,Networking,2791
21000,2,Data collection,2791
21001,3,Data processing,2791
21002,2,Data quality,2791
21003,1,Training,2792
21004,3,Computer science,2792
21005,4,Automation,2792
21006,4,Data management,2792
21007,2,Development Manager,2792
21008,2,Machine learning,2792
21009,4,Healthcare,2792
21010,2,Customer service,2792
21011,3,Computer science,2793
21012,2,NoSQL,2793
21013,2,Cloud Services,2793
21014,5,data reporting,2793
21015,5,Configuration management,2793
21016,3,Consulting,2793
21017,5,Data processing,2793
21018,5,Data quality,2793
21019,3,Supply chain,2794
21020,4,Linux,2794
21021,1,Data modeling,2794
21022,5,Coding,2794
21023,1,Postgresql,2794
21024,5,MySQL,2794
21025,3,Stored procedures,2794
21026,5,SSL,2794
21027,3,Data analysis,2795
21028,2,Prototype,2795
21029,2,Coding,2795
21030,1,Analytical,2795
21031,5,Data processing,2795
21032,2,Silicon,2795
21033,5,Apache,2795
21034,1,Security operations,2795
21035,4,hive,2796
21036,5,sql,2796
21037,1,Map Reduce,2796
21038,1,Python,2796
21039,4,performance tuning,2796
21040,4,Sqoop,2796
21041,3,SQLs,2796
21042,4,Data,2796
21043,3,hadoop,2797
21044,2,SPARK,2797
21045,2,Python scripting,2797
21046,5,HDFS,2797
21047,2,KAFKA,2797
21048,5,Scoop,2797
21049,1,Hive,2797
21050,3,Shell Scripting,2797
21051,2,Data migration,2798
21052,3,NoSQL,2798
21053,5,Linux,2798
21054,5,PAAS,2798
21055,4,MySQL,2798
21056,1,Shell scripting,2798
21057,1,JSON,2798
21058,2,Apache,2798
21059,1,Performance tuning,2799
21060,1,Automation,2799
21061,5,NoSQL,2799
21062,5,Debugging,2799
21063,1,Data analytics,2799
21064,3,Troubleshooting,2799
21065,3,big data,2799
21066,5,Data warehousing,2799
21067,3,SQL queries,2800
21068,5,MySQL,2800
21069,1,Javascript,2800
21070,3,Infrastructure,2800
21071,1,Scheduling,2800
21072,3,big data,2800
21073,4,Data warehousing,2800
21074,4,AWS,2800
21075,2,Data Science,2801
21076,2,Java,2801
21077,2,Scala,2801
21078,1,Data Structures,2801
21079,3,Hadoop,2801
21080,3,Computer Science,2801
21081,3,Big Data,2801
21082,1,Machine Learning,2801
21083,4,IT Skills,2802
21084,5,Java,2802
21085,2,Python,2802
21086,4,Testing,2802
21087,3,Cloud,2802
21088,1,AWS,2802
21089,4,Nosql,2802
21090,2,Algorithms,2802
21091,2,AML Pipeline,2803
21092,5,Machine Learning,2803
21093,3,AML Svc,2803
21094,2,CI / CD Pipeline,2803
21095,2,Cloud AIDevOpsMachine,2803
21096,2,Learning,2803
21097,2,IT Skills,2803
21098,5,Cloud,2803
21099,5,Senior Software Engineer - Data and ML,2804
21100,2,Supply chain,2805
21101,1,Operations management,2805
21102,4,Data analysis,2805
21103,4,Demand planning,2805
21104,1,Network analysis,2805
21105,4,Network optimization,2805
21106,5,Workflow,2805
21107,3,Business intelligence,2805
21108,4,Core Java,2806
21109,5,Nosql,2806
21110,3,Software Development,2806
21111,4,Computer Science,2806
21112,3,Big Data,2806
21113,5,Aws,2806
21114,4,Spring Batch,2806
21115,2,Machine Learning,2806
21116,5,IT Skills,2807
21117,2,Java,2807
21118,1,Data Science,2807
21119,5,Cloud,2807
21120,3,IT Skills,2808
21121,3,Python,2808
21122,3,Tableau,2808
21123,5,Computer science,2808
21124,5,Consulting,2808
21125,2,Programming,2808
21126,3,Scrum,2808
21127,5,data visualization,2808
21128,2,Python,2809
21129,3,Tableau,2809
21130,4,Hadoop,2809
21131,5,Talend,2809
21132,3,JSON,2809
21133,3,Oracle,2809
21134,1,CSV,2809
21135,5,XML,2809
21136,1,Tomcat,2810
21137,4,JBoss,2810
21138,2,Bfsi,2810
21139,1,Configuration management,2810
21140,5,MySQL,2810
21141,2,Packaging,2810
21142,1,Open source,2810
21143,2,SSL,2810
21144,3,Core Java,2811
21145,5,Nosql,2811
21146,1,Rest,2811
21147,3,Software Development,2811
21148,4,Big Data,2811
21149,3,Aws,2811
21150,3,Spring,2811
21151,1,Machine Learning,2811
21152,2,IT Skills,2812
21153,2,Software Development,2812
21154,3,Testing,2812
21155,5,Cloud,2812
21156,5,DevOps,2812
21157,5,Big Data,2812
21158,2,Jenkins,2812
21159,4,Data analysis,2812
21160,4,SAN,2813
21161,2,cassandra,2813
21162,5,big data analytics,2813
21163,5,Cloud,2813
21164,1,Data processing,2813
21165,4,Deployment,2813
21166,2,Apache,2813
21167,3,big data,2813
21168,4,Business Intelligence,2814
21169,4,Hive,2814
21170,3,Hadoop,2814
21171,5,Data Management,2814
21172,4,Spark,2814
21173,5,Data Warehousing,2814
21174,5,Data Modeling,2814
21175,2,Solution Design,2814
21176,3,Computer science,2815
21177,5,metadata,2815
21178,3,HP data protector,2815
21179,4,Data modeling,2815
21180,5,data security,2815
21181,3,Analytical,2815
21182,5,Data quality,2815
21183,5,Analytics,2815
21184,2,Linux,2816
21185,5,Networking,2816
21186,3,Production support,2816
21187,4,RDBMS,2816
21188,4,Database design,2816
21189,4,MySQL,2816
21190,1,Disaster recovery,2816
21191,4,NetBackup,2816
21192,2,Data Engineering,2817
21193,1,IT Skills,2817
21194,3,Testing,2817
21195,2,Data Engineering Consultant,2817
21196,3,SQL query,2817
21197,2,ETL performance optimization,2817
21198,1,data modelling,2817
21199,4,data architecture,2817
21200,3,IT Skills,2818
21201,1,Python,2818
21202,1,Cloud,2818
21203,1,DBA,2818
21204,1,Oracle,2818
21205,5,AWS,2818
21206,1,Performance tuning,2818
21207,4,Automation,2818
21208,5,HDFS,2819
21209,2,Cassandra,2819
21210,2,Hive,2819
21211,5,Flink,2819
21212,5,Pig,2819
21213,4,MySQL,2819
21214,5,Apache Beam,2819
21215,3,Splunk,2819
21216,5,Data Science,2820
21217,4,R,2820
21218,5,Python,2820
21219,5,Tableau,2820
21220,4,verbal communications,2820
21221,2,SAS,2820
21222,1,data analysis,2820
21223,4,Qlik,2820
21224,2,Data Visualisation,2821
21225,1,distributed data processing,2821
21226,1,Data Modelling,2821
21227,1,SAS,2821
21228,2,JavaMR,2821
21229,3,Hadoop technologies,2821
21230,5,Hive,2821
21231,1,MapReduce,2821
21232,3,Java,2822
21233,4,MapReduce,2822
21234,1,Continuous Integration,2822
21235,3,HDFS,2822
21236,2,Hadoop,2822
21237,1,Hive,2822
21238,1,Spark,2822
21239,2,Pig,2822
21240,4,Java,2823
21241,2,Hive,2823
21242,1,Hadoop,2823
21243,4,SCALA,2823
21244,4,Big Data,2823
21245,2,Mapreduce,2823
21246,1,Spark,2823
21247,4,Hdfs,2823
21248,2,Python,2824
21249,5,Tableau,2824
21250,4,verbal communications,2824
21251,4,SAS,2824
21252,1,data analysis,2824
21253,4,Qlik,2824
21254,3,R Shiny,2824
21255,4,R,2824
21256,2,MapReduce,2825
21257,1,Continuous Integration,2825
21258,2,HDFS,2825
21259,1,Hadoop,2825
21260,4,Hive,2825
21261,2,Spark,2825
21262,4,Pig,2825
21263,5,Object - Oriented design,2825
21264,5,bigdata,2826
21265,3,data analyst,2826
21266,3,Java MapReduce,2827
21267,3,Scala,2827
21268,4,Spark,2827
21269,1,Java,2827
21270,1,Hive,2827
21271,5,Accounting,2827
21272,3,Artificial Intelligence,2827
21273,3,Hadoop,2827
21274,2,IT Skills,2828
21275,4,Java,2828
21276,1,Python,2828
21277,4,Machine Learning,2828
21278,4,Elastic Search,2828
21279,4,Big Data,2828
21280,2,Jenkins,2828
21281,2,Computer science,2828
21282,5,IT Skills,2829
21283,3,Python,2829
21284,2,Cloud,2829
21285,3,Big Data,2829
21286,1,AWS,2829
21287,4,Azure,2829
21288,5,Computer science,2829
21289,5,metadata,2829
21290,2,hive,2830
21291,2,spark,2830
21292,3,aws,2830
21293,4,Lambda,2830
21294,3,Java,2830
21295,2,Python,2830
21296,3,software development,2830
21297,1,Glue,2830
21298,1,Computer science,2831
21299,1,Analytical skills,2831
21300,2,Data analysis,2831
21301,1,Statistical analysis,2831
21302,5,Database design,2831
21303,3,Programming,2831
21304,1,Data quality,2831
21305,5,Predictive modeling,2831
21306,3,Computer science,2832
21307,1,Construction,2832
21308,1,Data management,2832
21309,3,data science,2832
21310,2,Data modeling,2832
21311,2,Management systems,2832
21312,3,Disaster recovery,2832
21313,4,Data structures,2832
21314,4,Data Science,2833
21315,1,Communication Skills,2833
21316,5,Big Data,2833
21317,4,Data Engineer,2833
21318,3,Spark,2833
21319,4,Aws,2833
21320,4,Ios,2833
21321,5,Android,2833
21322,3,Solution architecture,2834
21323,2,Automation,2834
21324,5,Backend,2834
21325,2,Prototype,2834
21326,5,NoSQL,2834
21327,4,Analytical,2834
21328,5,OLAP,2834
21329,5,HTTP,2834
21330,2,IT Skills,2835
21331,3,Python,2835
21332,3,Data Science,2835
21333,2,AWS,2835
21334,3,Power BI,2835
21335,2,Salesforce,2835
21336,1,Computer science,2835
21337,2,metadata,2835
21338,1,Computer science,2836
21339,4,metadata,2836
21340,1,NoSQL,2836
21341,4,cassandra,2836
21342,1,SCALA,2836
21343,5,Data structures,2836
21344,2,Operations,2836
21345,4,Analysis services,2836
21346,5,Azure Data Lake,2837
21347,2,Azure Data Factory,2837
21348,3,Python,2837
21349,1,Azure,2837
21350,3,PySpark,2837
21351,3,Azure SQL DW,2837
21352,3,SparkSQL,2837
21353,1,no SQL,2837
21354,5,Interpersonal skills,2838
21355,2,Machine learning,2838
21356,2,Application development,2838
21357,2,Open source,2838
21358,5,Python,2838
21359,3,deep learning,2838
21360,3,Time management,2838
21361,4,Creative designing,2838
21362,2,Dataframe,2839
21363,2,SparkSQL,2839
21364,1,SnowSQL,2839
21365,1,SparkQL,2839
21366,4,Spark Dataframe,2839
21367,1,Spark,2839
21368,1,Autosys,2839
21369,1,Python,2839
21370,3,Hive,2840
21371,3,Hadoop,2840
21372,2,Github,2840
21373,5,Lambda,2841
21374,5,EMR,2841
21375,5,Spark,2841
21376,2,Java,2841
21377,4,NoSQL,2841
21378,3,Kinesis,2841
21379,4,Python,2841
21380,1,Dynamo DB,2841
21381,5,IT Skills,2842
21382,5,Java,2842
21383,2,Python,2842
21384,3,Data Science,2842
21385,2,Machine Learning,2842
21386,3,Cloud,2842
21387,3,MS SQL,2842
21388,4,C++,2842
21389,3,Spark with AWS,2843
21390,5,IT Skills,2843
21391,4,Java,2843
21392,3,Python,2843
21393,4,Cloud,2843
21394,4,Big Data,2843
21395,2,Jenkins,2843
21396,2,AWS,2843
21397,1,Data modelling,2844
21398,1,Data bricks,2844
21399,4,Hadoop,2844
21400,5,Kinesis,2844
21401,4,Data factory,2844
21402,2,HDFS,2844
21403,3,RDBMS,2844
21404,2,POWER BI,2844
21405,2,Computer science,2845
21406,4,NoSQL,2845
21407,4,cassandra,2845
21408,3,EDC,2845
21409,1,Debugging,2845
21410,4,SCALA,2845
21411,3,Product design,2845
21412,3,Financial services,2845
21413,2,RDBMS,2846
21414,3,data security,2846
21415,2,Risk analytics,2846
21416,2,Data quality,2846
21417,4,Gaming,2846
21418,1,Financial services,2846
21419,2,SQL,2846
21420,1,Python,2846
21421,2,IT Skills,2847
21422,5,Data Science,2847
21423,3,Usage,2847
21424,3,Enterprise architecture,2847
21425,4,Technical leadership,2847
21426,4,Manager Technology,2847
21427,2,Data quality,2847
21428,5,Research,2847
21429,1,python,2848
21430,2,scala,2848
21431,2,azure data bricks,2848
21432,2,IT Skills,2849
21433,4,Java,2849
21434,2,Python,2849
21435,4,Software Development,2849
21436,2,Data Science,2849
21437,1,Cloud,2849
21438,3,Big Data,2849
21439,1,Data analysis,2849
21440,3,Python,2850
21441,4,Autosys,2850
21442,3,Communication,2850
21443,3,SparkQL,2850
21444,2,Shell script,2850
21445,4,Spark,2850
21446,4,Oozie,2850
21447,4,Dataframe,2850
21448,5,Software Engineering,2851
21449,3,Scala,2851
21450,5,Hadoop,2851
21451,5,Big Data,2851
21452,5,Spark,2851
21453,4,Aws,2851
21454,2,Python,2851
21455,5,Unix,2852
21456,4,Computer science,2852
21457,1,Coding,2852
21458,3,Analytical,2852
21459,2,Data structures,2852
21460,4,Windows,2852
21461,1,Object oriented programming,2852
21462,1,Supervision,2852
21463,5,Informatica DQ,2853
21464,4,Axon,2853
21465,4,Axon API,2853
21466,2,Informatica IDQ,2853
21467,5,Unix,2853
21468,5,SQL,2853
21469,4,EDC,2853
21470,4,IDQ,2853
21471,2,Db2,2854
21472,5,MySQL,2854
21473,2,Shell scripting,2854
21474,2,Agile,2854
21475,2,Workflow,2854
21476,1,Application development,2854
21477,3,Oracle,2854
21478,1,Teradata,2854
21479,5,Unix Scripting,2855
21480,5,IBM DataStage,2855
21481,3,debugging,2855
21482,1,SQL scripting,2855
21483,1,written communication,2855
21484,1,Hadoop,2855
21485,5,verbal,2855
21486,4,Power BI,2855
21487,4,Redshift,2856
21488,1,SES,2856
21489,2,Azure,2856
21490,5,Athena,2856
21491,3,AWS Glue,2856
21492,1,SNS,2856
21493,2,GIT,2856
21494,4,Lambda,2856
21495,1,Maven,2857
21496,4,Version control,2857
21497,3,TDD,2857
21498,5,XML,2857
21499,4,Postgresql,2857
21500,5,MySQL,2857
21501,4,Agile,2857
21502,4,JSON,2857
21503,2,SAN,2858
21504,3,Data modeling,2858
21505,2,Analytical,2858
21506,5,Healthcare,2858
21507,3,Wellness,2858
21508,2,Data quality,2858
21509,4,Apache,2858
21510,1,Analytics,2858
21511,3,Computer science,2859
21512,4,Software design,2859
21513,4,Coding,2859
21514,1,Enterprise applications,2859
21515,2,Debugging,2859
21516,3,Data structures,2859
21517,3,Troubleshooting,2859
21518,2,Distribution system,2859
21519,3,aws glue,2860
21520,1,pyspark,2860
21521,3,Redshift,2860
21522,2,S3,2860
21523,4,Glue,2860
21524,1,Spark,2860
21525,3,NoSQL DB,2860
21526,1,AWS Data Migration,2860
21527,5,Version control,2861
21528,2,GIT,2861
21529,2,Data modeling,2861
21530,5,Programming,2861
21531,3,microsoft azure,2861
21532,5,sqoop,2861
21533,5,JIRA,2861
21534,3,big data,2861
21535,4,data science,2862
21536,4,IT Skills,2862
21537,4,C++,2862
21538,1,python,2862
21539,2,java,2862
21540,1,Opencv,2862
21541,1,scala,2862
21542,3,Computer Vision,2862
21543,3,analytical,2863
21544,3,InfoSphere,2863
21545,4,UNIX,2863
21546,3,Analysis,2863
21547,2,Oracle 9i,2863
21548,4,SQL,2863
21549,5,IBM Websphere,2863
